[Info]
12	32	9	11	16	31	
[Map]
1	1	1	1	1	1	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	6	3	7	1	1	1	1	1	1	1	8
1	1	1	1	1	1	1	9	10	11	12	12	12	12	12	12	12	12	12	12	12	12	10	14	1	1	1	1	1	1	1	8
1	1	1	1	1	1	1	8	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	1	1	1	1	1	1	1	8
1	1	1	1	1	1	1	8	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	1	1	1	1	1	1	1	8
1	1	1	1	1	1	1	8	12	12	12	12	12	12	12	12	12	12	12	12	12	1	1	1	1	1	1	1	1	1	1	8
1	1	1	1	1	1	1	8	12	12	12	12	12	12	12	12	12	12	12	12	1	1	1	1	1	1	1	1	1	1	1	8
1	1	1	1	1	1	1	8	12	12	12	12	12	12	12	12	12	12	12	1	1	1	1	1	1	1	1	1	1	1	1	8
1	1	1	1	1	1	1	8	12	12	12	12	12	12	12	12	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	8
1	1	1	1	1	1	1	8	12	12	12	12	12	12	12	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8
1	1	1	1	1	1	1	18	12	12	12	12	12	12	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	19
